scenario_id,transaction_id,amount,failure_code,failure_type,initial_attempt_count,recovery_probability,actual_recovery,allowed_action,gateway_response,verification_result,final_state,escalation_required,recovered_amount
SC0031901,TX0031901,903.39,NETWORK_ERROR,TRANSIENT,0,0.9287,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,903.39
SC0031902,TX0031902,7030.08,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5022,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031903,TX0031903,4340.65,BANK_TIMEOUT,TRANSIENT,0,0.9461,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,4340.65
SC0031904,TX0031904,1338.57,NETWORK_ERROR,TRANSIENT,0,0.8972,0,RETRY_PAYMENT,GATEWAY_TIMEOUT,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0031905,TX0031905,9820.43,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5035,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031906,TX0031906,27240.13,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.4088,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031907,TX0031907,703.73,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.3184,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031908,TX0031908,2142.3,BANK_SERVER_ERROR,TRANSIENT,0,0.8406,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,2142.3
SC0031909,TX0031909,1067.81,NETWORK_ERROR,TRANSIENT,0,0.8854,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,1067.81
SC0031910,TX0031910,1855.28,GATEWAY_TIMEOUT,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,1855.28
SC0031911,TX0031911,461.57,BANK_TIMEOUT,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,461.57
SC0031912,TX0031912,2913.46,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.4666,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031913,TX0031913,6738.26,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,2,0.1671,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031914,TX0031914,5370.81,BANK_TIMEOUT,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,5370.81
SC0031915,TX0031915,2851.39,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.2431,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031916,TX0031916,1322.9,GATEWAY_TIMEOUT,TRANSIENT,0,0.8811,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,1322.9
SC0031917,TX0031917,5885.09,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,2,0.2531,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031918,TX0031918,2726.39,GATEWAY_TIMEOUT,TRANSIENT,0,0.8353,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,2726.39
SC0031919,TX0031919,2162.86,NETWORK_ERROR,TRANSIENT,2,0.7037,1,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0031920,TX0031920,2241.21,GATEWAY_TIMEOUT,TRANSIENT,0,0.9398,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,2241.21
SC0031921,TX0031921,1791.5,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.4673,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031922,TX0031922,20824.99,CARD_BLOCKED,HARD_FAILURE,0,0.1325,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031923,TX0031923,11087.82,CARD_BLOCKED,HARD_FAILURE,0,0.0548,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031924,TX0031924,5627.95,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.3611,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031925,TX0031925,3420.95,BANK_TIMEOUT,TRANSIENT,0,0.9355,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,3420.95
SC0031926,TX0031926,4177.88,NETWORK_ERROR,TRANSIENT,1,0.8076,0,RETRY_PAYMENT,GATEWAY_TIMEOUT,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0031927,TX0031927,4658.21,BANK_TIMEOUT,TRANSIENT,1,0.8584,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,4658.21
SC0031928,TX0031928,6977.5,BANK_TIMEOUT,TRANSIENT,0,0.9436,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,6977.5
SC0031929,TX0031929,794.08,BANK_TIMEOUT,TRANSIENT,0,0.808,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,794.08
SC0031930,TX0031930,1884.05,FRAUD_SUSPECTED,HARD_FAILURE,0,0.01,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0031931,TX0031931,2954.06,GATEWAY_TIMEOUT,TRANSIENT,0,0.9417,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,2954.06
SC0031932,TX0031932,4726.74,BANK_SERVER_ERROR,TRANSIENT,1,0.8282,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,4726.74
SC0031933,TX0031933,1093.8,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5036,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031934,TX0031934,16191.13,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.4576,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031935,TX0031935,1193.6,CARD_BLOCKED,HARD_FAILURE,0,0.0698,1,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031936,TX0031936,2155.4,FRAUD_SUSPECTED,HARD_FAILURE,1,0.01,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0031937,TX0031937,499.71,BANK_TIMEOUT,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,499.71
SC0031938,TX0031938,1514.62,BANK_SERVER_ERROR,TRANSIENT,0,0.8335,0,RETRY_PAYMENT,GATEWAY_TIMEOUT,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0031939,TX0031939,3647.92,NETWORK_ERROR,TRANSIENT,1,0.8301,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,3647.92
SC0031940,TX0031940,2066.73,GATEWAY_TIMEOUT,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,2066.73
SC0031941,TX0031941,1593.33,BANK_TIMEOUT,TRANSIENT,0,0.92,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,1593.33
SC0031942,TX0031942,6841.03,GATEWAY_TIMEOUT,TRANSIENT,0,0.7626,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,6841.03
SC0031943,TX0031943,3574.49,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,3,0.0929,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031944,TX0031944,1465.94,NETWORK_ERROR,TRANSIENT,0,0.8976,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,1465.94
SC0031945,TX0031945,1291.93,BANK_TIMEOUT,TRANSIENT,1,0.7496,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,1291.93
SC0031946,TX0031946,4233.47,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4053,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031947,TX0031947,1653.59,INVALID_CARD,HARD_FAILURE,0,0.0446,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031948,TX0031948,1143.44,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.4554,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031949,TX0031949,5681.08,GATEWAY_TIMEOUT,TRANSIENT,0,0.9648,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,5681.08
SC0031950,TX0031950,4170.51,CARD_BLOCKED,HARD_FAILURE,0,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031951,TX0031951,1052.29,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.3752,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031952,TX0031952,779.62,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4502,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031953,TX0031953,869.8,INVALID_CARD,HARD_FAILURE,2,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031954,TX0031954,1157.85,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.3461,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031955,TX0031955,1056.8,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,0.3246,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031956,TX0031956,1081.29,BANK_SERVER_ERROR,TRANSIENT,0,0.9206,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,1081.29
SC0031957,TX0031957,1326.13,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4106,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031958,TX0031958,4005.71,GATEWAY_TIMEOUT,TRANSIENT,1,0.8854,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,4005.71
SC0031959,TX0031959,1341.95,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.3547,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031960,TX0031960,2682.66,FRAUD_SUSPECTED,HARD_FAILURE,0,0.0133,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0031961,TX0031961,695.77,BANK_TIMEOUT,TRANSIENT,0,0.8218,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,695.77
SC0031962,TX0031962,1824.23,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,2,0.2529,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031963,TX0031963,6814.04,CARD_BLOCKED,HARD_FAILURE,0,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031964,TX0031964,27418.31,BANK_SERVER_ERROR,TRANSIENT,1,0.7249,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,27418.31
SC0031965,TX0031965,2656.62,GATEWAY_TIMEOUT,TRANSIENT,1,0.6712,0,RETRY_PAYMENT,BANK_DECLINED,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0031966,TX0031966,445.12,BANK_SERVER_ERROR,TRANSIENT,3,0.4726,1,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0031967,TX0031967,820.29,INVALID_CARD,HARD_FAILURE,0,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031968,TX0031968,946.97,BANK_SERVER_ERROR,TRANSIENT,0,0.8515,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,946.97
SC0031969,TX0031969,2552.86,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,0.3964,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031970,TX0031970,3854.45,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,0.369,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031971,TX0031971,1893.12,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4771,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031972,TX0031972,563.76,NETWORK_ERROR,TRANSIENT,0,0.9653,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,563.76
SC0031973,TX0031973,2145.19,CARD_BLOCKED,HARD_FAILURE,0,0.0896,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031974,TX0031974,4502.0,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.4599,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031975,TX0031975,2220.15,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5137,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031976,TX0031976,5266.38,NETWORK_ERROR,TRANSIENT,1,0.7747,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,5266.38
SC0031977,TX0031977,5788.63,BANK_TIMEOUT,TRANSIENT,0,0.9412,0,RETRY_PAYMENT,PAYMENT_FAILED,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0031978,TX0031978,740.97,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.455,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031979,TX0031979,4087.77,BANK_SERVER_ERROR,TRANSIENT,0,0.8444,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,4087.77
SC0031980,TX0031980,3836.74,CARD_BLOCKED,HARD_FAILURE,0,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031981,TX0031981,1613.17,NETWORK_ERROR,TRANSIENT,3,0.5723,0,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0031982,TX0031982,2909.92,BANK_SERVER_ERROR,TRANSIENT,0,0.98,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,2909.92
SC0031983,TX0031983,5060.22,GATEWAY_TIMEOUT,TRANSIENT,1,0.8337,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,5060.22
SC0031984,TX0031984,2106.35,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,0.3192,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031985,TX0031985,2298.4,GATEWAY_TIMEOUT,TRANSIENT,3,0.7036,1,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0031986,TX0031986,9963.0,GATEWAY_TIMEOUT,TRANSIENT,3,0.5932,1,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0031987,TX0031987,8161.9,BANK_TIMEOUT,TRANSIENT,1,0.8847,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,8161.9
SC0031988,TX0031988,1904.97,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5388,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031989,TX0031989,1336.2,GATEWAY_TIMEOUT,TRANSIENT,0,0.9405,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,1336.2
SC0031990,TX0031990,2924.82,BANK_TIMEOUT,TRANSIENT,1,0.8514,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,2924.82
SC0031991,TX0031991,2696.36,BANK_TIMEOUT,TRANSIENT,0,0.9792,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,2696.36
SC0031992,TX0031992,3727.22,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.354,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031993,TX0031993,1698.92,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5444,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031994,TX0031994,58034.27,NETWORK_ERROR,TRANSIENT,0,0.7247,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,58034.27
SC0031995,TX0031995,24054.22,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,0.3425,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031996,TX0031996,751.69,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,0.444,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031997,TX0031997,20319.53,INVALID_CARD,HARD_FAILURE,0,0.0729,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031998,TX0031998,815.36,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5031,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0031999,TX0031999,1977.75,BANK_SERVER_ERROR,TRANSIENT,3,0.6678,1,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0032000,TX0032000,135.38,BANK_TIMEOUT,TRANSIENT,0,0.7975,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,135.38
SC0032001,TX0032001,7338.94,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,3,0.0629,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032002,TX0032002,4880.99,INVALID_CARD,HARD_FAILURE,0,0.1238,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032003,TX0032003,2892.42,BANK_SERVER_ERROR,TRANSIENT,0,0.8514,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,2892.42
SC0032004,TX0032004,3506.95,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.4374,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032005,TX0032005,628.61,GATEWAY_TIMEOUT,TRANSIENT,0,0.8465,0,RETRY_PAYMENT,UNKNOWN_GATEWAY_ERROR,VERIFIED_FAILURE,RETRY_ALLOWED,0,0.0
SC0032006,TX0032006,6540.21,INVALID_CARD,HARD_FAILURE,2,0.01,0,REQUEST_PAYMENT_METHOD_UPDATE,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032007,TX0032007,2683.91,NETWORK_ERROR,TRANSIENT,2,0.7406,0,ESCALATE,RETRY_LIMIT_REACHED,NOT_APPLICABLE,ESCALATED,1,0.0
SC0032008,TX0032008,808.56,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,0.2817,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032009,TX0032009,3043.57,GATEWAY_TIMEOUT,TRANSIENT,0,0.9068,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,3043.57
SC0032010,TX0032010,1652.67,NETWORK_ERROR,TRANSIENT,0,0.8235,0,RETRY_PAYMENT,UNKNOWN_GATEWAY_ERROR,VERIFIED_SUCCESS,RECOVERED,0,1652.67
SC0032011,TX0032011,1978.89,BANK_TIMEOUT,TRANSIENT,1,0.8232,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,1978.89
SC0032012,TX0032012,44197.19,NETWORK_ERROR,TRANSIENT,0,0.8774,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,44197.19
SC0032013,TX0032013,964.37,GATEWAY_TIMEOUT,TRANSIENT,0,0.8886,1,RETRY_PAYMENT,PAYMENT_SUCCESS_CONFIRMED,VERIFIED_SUCCESS,RECOVERED,0,964.37
SC0032014,TX0032014,1581.92,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,1,0.185,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032015,TX0032015,553.59,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.3555,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032016,TX0032016,3983.07,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.5368,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032017,TX0032017,7504.48,FRAUD_SUSPECTED,HARD_FAILURE,0,0.1423,0,HUMAN_REVIEW,BLOCKED_AUTOMATION,NOT_APPLICABLE,ESCALATED,1,0.0
SC0032018,TX0032018,478.13,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,3,0.219,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032019,TX0032019,1304.82,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,0,0.4307,1,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032020,TX0032020,4125.39,NETWORK_ERROR,TRANSIENT,0,0.7665,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,4125.39
SC0032021,TX0032021,1748.52,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,3,0.2243,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032022,TX0032022,2990.57,EXPIRED_CARD,CUSTOMER_ACTION_REQUIRED,1,0.2158,0,PAYMENT_REMINDER,ACTION_REQUIRED,NOT_APPLICABLE,CUSTOMER_ACTION_REQUIRED,0,0.0
SC0032023,TX0032023,9770.9,NETWORK_ERROR,TRANSIENT,0,0.854,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,9770.9
SC0032024,TX0032024,5950.91,GATEWAY_TIMEOUT,TRANSIENT,1,0.8288,1,RETRY_PAYMENT,PAYMENT_SUCCESS,VERIFIED_SUCCESS,RECOVERED,0,5950.91
